How	How	c-crq	How	how	0
answered	answered	vvd	answered	answer	0
him	him	pno31	him	he	0
:	:	:	:	:	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
just	just	j	just	just	0
dealing	dealing	vvg	dealing	deal	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
wee	wee	pns12	we	we	0
goe	goe	vvb	go	go	0
not	not	xx	not	not	0
thither	thither	av	thither	thither	0
upon	upon	p-acp	upon	upon	0
anie	anie	d	any	any	0
businesse	businesse	n1	business	business	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
,	,	,	,	,	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
277	277	crd	277	277	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
sent	sent	vvn	sent	send	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
lord	lord	n1	lord	lord	0
.	.	.	.	.	1
Wherfore	Wherfore	c-crq	Wherefore	wherefore	0
sithence	sithence	a-acp	since	sithence	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
committed	committed	vvn	committed	commit	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
charge	charge	n1	charge	charge	0
,	,	,	,	,	0
you	you	pn22	you	you	0
ought	ought	vmd	ought	ought	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
wise	wise	j	wise	wise	0
to	to	pc-acp	to	to	0
forsake	forsake	vvi	forsake	forsake	0
us	us	pno12	us	we	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
he	he	pns31	he	he	0
saide	saide	vvd	said	say	0
:	:	:	:	:	0
all	all	d	all	all	0
shalbe	shalbe	vmb	shall	shall	0
well	well	av	well	well	0
.	.	.	.	.	1
Afterward	Afterward	av	Afterwards	afterwards	0
he	he	pns31	he	he	0
caused	caused	vvd	caused	cause	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
shewe	shewe	vvi	show	show	0
him	him	pno31	him	he	0
all	all	d	all	all	0
our	our	po12	our	our	0
garments	garments	n2	garments	garment	0
:	:	:	:	:	0
and	and	cc	and	and	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
hee	hee	pns31	he	he	0
deemed	deemed	vvd	deemed	deem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
lesse	lesse	av-dc	less	less	0
needfull	needfull	j	needful	needful	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
,	,	,	,	,	0
he	he	pns31	he	he	0
willed	willed	vvd	willed	will	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
it	it	pn31	it	it	0
behind	behind	a-acp	behind	behind	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
custodie	custodie	n1	custody	custody	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
hoste	hoste	n1	host	host	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
morrow	morrow	n1	morrow	morrow	0
they	they	pns32	they	they	0
brought	brought	vvd	brought	bring	0
unto	unto	p-acp	unto	unto	0
ech	ech	d	each	each	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
a	a	dt	a	a	0
furred	furred	j-vvn	furred	fur	0
gowne	gowne	n1	gown	gown	0
,	,	,	,	,	0
made	made	vvd	made	make	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
rammes	rammes	ng1	rams	ram	0
skinnes	skinnes	n2	skins	skin	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
wool	wool	n1	wool	wool	0
stil	stil	av	still	still	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
breeches	breeches	n2	breeches	breech	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
bootes	bootes	vvz	boots	boot	0
also	also	av	also	also	0
or	or	cc	or	or	0
buskins	buskins	n2	buskin's	buskin	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
fashion	fashion	n1	fashion	fashion	0
,	,	,	,	,	0
and	and	cc	and	and	0
shooes	shooes	n2	shoes	shoe	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
felt	felt	vvn	felt	feel	0
,	,	,	,	,	0
and	and	cc	and	and	0
hoods	hoods	n2	hoods	hood	0
also	also	av	also	also	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
skinnes	skinnes	n2	skins	skin	0
after	after	p-acp	after	after	0
their	their	po32	their	their	0
maner	maner	n1	manner	manner	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
16.	16.	crd	16.	16.	0
of	of	pp-f	of	of	0
The	The	dt	The	the	0
second	second	ord	second	second	0
day	day	n1	day	day	0
after	after	p-acp	after	after	0
Holy	Holy	j	Holy	holy	0
rood	rood	n1	rood	rood	0
,	,	,	,	,	0
we	we	pns12	we	we	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
forward	forward	av-j	forward	forward	0
September	September	np1	September	September	0
.	.	.	.	.	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
journey	journey	n1	journey	journey	0
,	,	,	,	,	0
having	having	vhg	having	have	0
three	three	crd	three	three	0
guides	guides	n2	guides	guide	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
us	us	pno12	us	we	0
:	:	:	:	:	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
46.	46.	crd	46.	46.	0
dayes	dayes	n2	days	day	0
.	.	.	.	.	0
rode	rode	vvd	road	ride	0
continually	continually	av-j	continually	continual	0
Eastward	Eastward	av	Eastward	eastward	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
the	the	dt	the	the	0
feast	feast	n1	feast	feast	0
of	of	pp-f	of	of	0
All	All	d	All	all	0
Saints	Saints	n2	Saints	saint	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Throughout	Throughout	p-acp	Throughout	throughout	0
all	all	d	all	all	0
that	that	cst	that	that	0
region	region	n1	region	region	0
,	,	,	,	,	0
and	and	cc	and	and	0
beyonde	beyonde	p-acp	beyond	beyond	0
also	also	av	also	also	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
Or	Or	cc	Or	or	0
,	,	,	,	,	0
Kangjtt&	Kangjtt&	np1	Kangjtt&	Kangjtt&	0
.	.	.	.	.	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
Changle	Changle	n1	Changle	changle	0
inhabite	inhabite	vvi	inhabit	inhabit	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
by	by	p-acp	by	by	0
parentage	parentage	n1	parentage	parentage	0
descended	descended	vvn	descended	descend	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Romanes	Romanes	njp2	Romans	roman	0
.	.	.	.	.	1
Upon	Upon	p-acp	Upon	upon	0
the	the	dt	the	the	0
North	North	n1	North	north	0
side	side	n1	side	side	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
had	had	vhd	had	have	0
Bulgaria	Bulgaria	np1	Bulgaria	Bulgaria	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
,	,	,	,	,	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
South	South	n1	South	south	0
,	,	,	,	,	0
the	the	dt	the	the	0
foresaid	foresaid	j-vvn	foresaid	foresay	0
Caspian	Caspian	jp	Caspian	caspian	0
sea	sea	n1	sea	sea	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Or	Or	cc	Or	or	0
,	,	,	,	,	0
laic	laic	vvb	laic	laic	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
the	the	dt	the	the	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
lagac	lagac	n1	lagac	lagac	0
:	:	:	:	:	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
regions	regions	n2	regions	region	0
or	or	cc	or	or	0
nations	nations	n2	nations	nation	0
.	.	.	.	.	1
Chap.	Chap.	np1	Chap.	Chap.	0
23.	23.	crd	23.	23.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
laic	laic	vvb	laic	laic	0
twelve	twelve	crd	twelve	twelve	0
T	T	sy	TO	t	0
T	T	sy	TO	t	0
Aving	Aving	j	Aving	aving	0
travelled	travelled	vvn	traveled	travel	0
twelve	twelve	crd	twelve	twelve	0
dayes	dayes	ng2	days	day	0
journey	journey	n1	journey	journey	0
from	from	p-acp	from	from	0
Etilia	Etilia	np1	Etilia	Etilia	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
dayes	dayes	n2	days	day	0
journey	journey	n1	journey	journey	0
x	x	crd	x	ten	0
found	found	n1	found	sound	0
a	a	dt	a	a	0
mightie	mightie	j	mighty	mighty	0
river	river	n1	river	river	0
called	called	vvd	called	call	0
lagac	lagac	n1	lagac	lagac	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
river	river	n1	river	river	0
jtom	jtom	n1	jtom	jtom	0
oga	oga	fw-la	oga	oga	0
.	.	.	.	.	0
issuing	issuing	vvg	issuing	issue	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
North	North	n1	North	north	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
Pascatir	Pascatir	n1	Pascatir	pascatir	0
,	,	,	,	,	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
descendeth	descendeth	vvz	descendeth	descend	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
foresaid	foresaid	j-vvn	foresaid	foresay	0
sea	sea	n1	sea	sea	0
.	.	.	.	.	1
The	The	dt	The	the	0
language	language	n1	language	language	0
of	of	pp-f	of	of	0
Pascatir	Pascatir	n1	Pascatir	pascatir	0
.	.	.	.	.	1
Pascatir	Pascatir	n1	Pascatir	pascatir	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Hungarians	Hungarians	njp2	Hungarians	hungarian	0
is	is	vbz	is	be	0
all	all	d	all	all	0
one	one	pi	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
shepheards	shepheards	n2	shepherds	shepherd	0
,	,	,	,	,	0
not	not	xx	not	not	0
having	having	vhg	having	have	0
any	any	d	any	any	0
cities	cities	n2	cities	city	0
.	.	.	.	.	1
And	And	cc	And	and	0
their	their	po32	their	their	0
countrey	countrey	n1	country	country	0
bordereth	bordereth	vvz	bordereth	border	0
upon	upon	p-acp	upon	upon	0
Bulgaria	Bulgaria	np1	Bulgaria	Bulgaria	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
West	West	n1	West	west	0
frontier	frontier	n1	frontier	frontier	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
the	the	dt	the	the	0
Northeast	Northeast	n1	Northeast	north-east	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
citie	citie	n1	city	city	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
Bulgaria	Bulgaria	np1	Bulgaria	Bulgaria	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
farthest	farthest	js	farthest	far	0
countrey	countrey	n1	country	country	0
that	that	cst	that	that	0
way	way	n1	way	way	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
any	any	d	any	any	0
citie	citie	n1	city	city	0
therein	therein	av	therein	therein	0
.	.	.	.	.	1
Out	Out	av	Out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
forenamed	forenamed	j-vvn	forenamed	forename	0
region	region	n1	region	region	0
of	of	pp-f	of	of	0
Pascatir	Pascatir	n1	Pascatir	pascatir	0
,	,	,	,	,	0
descendedfrom	descendedfrom	av	descendedfrom	descendedfrom	0
Proceeded	Proceeded	vvd	Proceeded	proceed	0
the	the	dt	the	the	0
Hunnes	Hunnes	np2	Hunnes	Hun	0
of	of	pp-f	of	of	0
olde	olde	j	old	old	0
time	time	n1	time	time	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
afterwarde	afterwarde	av	afterward	afterward	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
Bascirdes	Bascirdes	n2	Bascirdes	bascirde	0
.	.	.	.	.	0
caded	caded	j-vvn	caded	cade	0
Hungarians	Hungarians	np1	Hungarians	Hungarians	0
.	.	.	.	.	1
Next	Next	ord	Next	next	0
unto	unto	p-acp	unto	unto	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
Bulgaria	Bulgaria	np1	Bulgaria	Bulgaria	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Isidore	Isidore	np1	Isidore	Isidore	0
reporteth	reporteth	vvz	reporteth	report	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
nation	nation	n1	nation	nation	0
,	,	,	,	,	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
swift	swift	j	swift	swift	0
horses	horses	n2	horses	horse	0
they	they	pns32	they	they	0
traversed	traversed	vvd	traversed	traverse	0
the	the	dt	the	the	0
impregnable	impregnable	j	impregnable	impregnable	0
walles	walles	n2	walls	wall	0
and	and	cc	and	and	0
bounds	bounds	n2	bounds	bound	0
of	of	pp-f	of	of	0
Alexander	Alexander	np1	Alexander	Alexander	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
rocks	rocks	n2	rocks	rock	0
278	278	crd	278	278	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
of	of	pp-f	of	of	0
Caucasus	Caucasus	np1	Caucasus	Caucasus	0
,	,	,	,	,	0
served	served	vvd	served	serve	0
to	to	pc-acp	to	to	0
restraine	restraine	vvi	restrain	restrain	0
those	those	d	those	those	0
barbarous	barbarous	j	barbarous	barbarous	0
and	and	cc	and	and	0
blood-thirstie	blood-thirstie	j	bloodthirsty	bloodthirsty	0
people	people	n1	people	people	0
from	from	p-acp	from	from	0
invading	invading	vvg	invading	invade	0
the	the	dt	the	the	0
regions	regions	n2	regions	region	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
South	South	n1	South	south	0
)	)	)	)	)	0
insomuch	insomuch	av	insomuch	insomuch	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
tribute	tribute	n1	tribute	tribute	0
paied	paied	vvn	paid	pay	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
TEgypt	TEgypt	np1	TEgypt	TEgypt	0
.	.	.	.	.	1
Likewise	Likewise	av	Likewise	likewise	0
they	they	pns32	they	they	0
wasted	wasted	vvd	wasted	waste	0
all	all	d	all	all	0
countreis	countreis	n2	countries	country	0
even	even	av	even	even	0
unto	unto	p-acp	unto	unto	0
France	France	np1	France	France	0
.	.	.	.	.	1
Whereupon	Whereupon	c-crq	Whereupon	whereupon	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
more	more	av-dc	more	more	0
mightie	mightie	j	mighty	mighty	0
then	then	cs	then	than	0
the	the	dt	the	the	0
Tartars	Tartars	np2	Tartars	Tartar	0
as	as	a-acp	as	as	0
yet	yet	av	yet	yet	0
are	are	vbr	are	be	0
.	.	.	.	.	1
And	And	cc	And	and	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
Blacians	Blacians	njp2	Blacians	blacians	0
,	,	,	,	,	0
the	the	dt	the	the	0
ValaMans	ValaMans	np1	ValaMans	ValaMans	0
.	.	.	.	.	1
Bulgarians	Bulgarians	njp2	Bulgarians	bulgarian	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Vandals	Vandals	np2	Vandals	Vandal	0
joyned	joyned	vvn	joined	join	0
themselves	themselves	px32	themselves	themselves	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Bulgaria	Bulgaria	np1	Bulgaria	Bulgaria	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
,	,	,	,	,	0
came	came	vvd	came	come	0
those	those	d	those	those	0
Bulgarians	Bulgarians	njp2	Bulgarians	bulgarian	0
.	.	.	.	.	1
Moreover	Moreover	np1	Moreover	Moreover	0
,	,	,	,	,	0
they	they	pns32	they	they	0
which	which	r-crq	which	which	0
inhabit	inhabit	vvb	inhabit	inhabit	0
beyond	beyond	p-acp	beyond	beyond	0
Danubius	Danubius	np1	Danubius	Danubius	0
,	,	,	,	,	0
neere	neere	av-j	near	near	0
unto	unto	p-acp	unto	unto	0
Constantinople	Constantinople	np1	Constantinople	Constantinople	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
farre	farre	av-j	far	far	0
from	from	p-acp	from	from	0
Pascatir	Pascatir	n1	Pascatir	pascatir	0
,	,	,	,	,	0
are	are	vbr	are	be	0
called	called	vvn	called	call	0
Ilac	Ilac	np1	Ilac	Ilac	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
(	(	(	(	(	0
saving	saving	vvg	saving	save	0
the	the	dt	the	the	0
pronunciation	pronunciation	n1	pronunciation	pronunciation	0
)	)	)	)	)	0
is	is	vbz	is	be	0
al	al	d	all	all	0
one	one	pi	one	one	0
with	with	p-acp	with	with	0
Blac	Blac	np1	Blac	Blac	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
Tartars	Tartars	np2	Tartars	Tartar	0
cannot	cannot	vmbx	cannot	can	0
pronounce	pronounce	vvi	pronounce	pronounce	0
the	the	dt	the	the	0
letter	letter	n1	letter	letter	0
B	B	sy	B	b	0
)	)	)	)	)	0
from	from	p-acp	from	from	0
whom	whom	ro-crq	whom	who	0
also	also	av	also	also	0
descended	descended	vvd	descended	descend	0
the	the	dt	the	the	0
people	people	n1	people	people	0
which	which	r-crq	which	which	0
inhabit	inhabit	vvb	inhabit	inhabit	0
the	the	dt	the	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
Assani	Assani	np1	Assani	Assani	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
called	called	vvd	called	call	0
Ilac	Ilac	np1	Ilac	Ilac	0
(	(	(	(	(	0
both	both	av-d	both	both	0
these	these	d	these	these	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
ye	ye	pn22	you	you	0
languages	languages	n2	languages	language	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Russians	Russians	njp2	Russians	russian	0
,	,	,	,	,	0
ye	ye	dt	the	the	0
Polonians	Polonians	njp2	Polonians	polonians	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
Bohemians	Bohemians	njp2	Bohemians	bohemians	0
.	.	.	.	.	1
The	The	dt	The	the	0
Sclavonians	Sclavonians	njp2	Sclavonians	sclavonian	0
speake	speake	vvb	speak	speak	0
all	all	d	all	all	0
one	one	crd	one	one	0
language	language	n1	language	language	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Vandals	Vandals	np2	Vandals	Vandal	0
,	,	,	,	,	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
banded	banded	vvd	banded	band	0
themselves	themselves	px32	themselves	themselves	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Hunnes	Hunnes	np2	Hunnes	Hun	0
:	:	:	:	:	0
and	and	cc	and	and	0
now	now	av	now	now	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
,	,	,	,	,	0
they	they	pns32	they	they	0
unite	unite	vvb	unite	unite	0
themselves	themselves	px32	themselves	themselves	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Tartars	Tartars	np2	Tartars	Tartar	0
:	:	:	:	:	0
whom	whom	r-crq	whom	who	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
raised	raised	vvn	raised	raise	0
up	up	a-acp	up	up	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
utmost	utmost	j	utmost	utmost	0
partes	partes	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
to	to	pc-acp	to	to	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
saith	saith	vvz	says	say	0
:	:	:	:	:	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
provoke	provoke	vvi	provoke	provoke	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
32	32	crd	32	32	0
-	-	-	-	-	0
v-envy	v-envy	n1	v-envy	v-envy	0
(	(	(	(	(	0
namely	namely	av	namely	namely	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
keepe	keepe	vvb	keep	keep	0
not	not	xx	not	not	0
his	his	po31	his	his	0
Law	Law	n1	Law	law	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
people	people	n1	people	people	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
foolish	foolish	j	foolish	foolish	0
nation	nation	n1	nation	nation	0
will	will	vmb	will	will	0
I	I	pns11	I	i	0
anger	anger	vvi	anger	anger	0
'	'	'	'	'	0
'	'	'	'	'	0
'	'	'	'	'	0
them	them	pno32	them	they	0
.	.	.	.	.	1
This	This	d	This	this	0
prophecie	prophecie	n1	prophecy	prophecy	0
is	is	vbz	is	be	0
fulfilled	fulfilled	vvn	fulfilled	fulfil	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
literal	literal	j	literal	literal	0
sense	sense	n1	sense	sense	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
all	all	d	all	all	0
nations	nations	n2	nations	nation	0
which	which	r-crq	which	which	0
observe	observe	vvb	observe	observe	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
All	All	av-d	All	all	0
this	this	d	this	this	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
Pascatir	Pascatir	n1	Pascatir	pascatir	0
,	,	,	,	,	0
was	was	vbds	was	be	0
told	told	vvn	told	tell	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
certaine	certaine	j	certain	certain	0
Friers	Friers	n2	Friars	friar	0
predicants	predicants	j-jn	predicants	predicants	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
travailed	travailed	vvn	travailed	travail	0
thither	thither	av	thither	thither	0
before	before	p-acp	before	before	0
ever	ever	av	ever	ever	0
the	the	dt	the	the	0
Tartars	Tartars	np2	Tartars	Tartar	0
came	came	vvd	came	come	0
abroad	abroad	av	abroad	abroad	0
.	.	.	.	.	1
And	And	cc	And	and	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
time	time	n1	time	time	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
subdued	subdued	vvn	subdued	subdue	0
unto	unto	p-acp	unto	unto	0
their	their	po32	their	their	0
neighbors	neighbors	n2	neighbours	neighbour	0
the	the	dt	the	the	0
Bulgarians	Bulgarians	njp2	Bulgarians	bulgarian	0
being	being	vbg	being	be	0
Saracens	Saracens	np1	Saracens	Saracens	0
,	,	,	,	,	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
proved	proved	vvd	proved	prove	0
Saracens	Saracens	np1	Saracens	Saracens	0
also	also	av	also	also	0
.	.	.	.	.	1
Other	Other	av-jn	Other	other	0
matters	matters	n2	matters	matter	0
concerning	concerning	vvg	concerning	concern	0
this	this	d	this	this	0
people	people	n1	people	people	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
known	known	vvn	known	know	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Chronicles	Chronicles	n2	Chronicles	chronicle	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
For	For	c-acp	For	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
manifest	manifest	j	manifest	manifest	0
,	,	,	,	,	0
that	that	cst	that	that	0
those	those	d	those	those	0
provinces	provinces	n2	provinces	province	0
beyond	beyond	p-acp	beyond	beyond	0
Constantinople	Constantinople	np1	Constantinople	Constantinople	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
now	now	av	now	now	0
called	called	vvn	called	call	0
Bulgaria	Bulgaria	np1	Bulgaria	Bulgaria	0
,	,	,	,	,	0
Valachia	Valachia	np1	Valachia	Valachia	0
,	,	,	,	,	0
&	&	cc	&	and	0
Sclavonia	Sclavonia	np1	Sclavonia	Sclavonia	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
time	time	n1	time	time	0
provinces	provinces	n2	provinces	province	0
belonging	belonging	vvg	belonging	belong	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Greekes	Greekes	njp2	Greeks	greek	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
Hungaria	Hungaria	np1	Hungaria	Hungaria	0
was	was	vbds	was	be	0
heretofore	heretofore	av	heretofore	heretofore	0
called	called	vvn	called	call	0
Pannonia	Pannonia	np1	Pannonia	Pannonia	0
.	.	.	.	.	1
And	And	cc	And	and	0
